"¥éË""COU""",Country,IND,Indicator,SEX,AGE,Age Group,TIME,Unit Code,Unit,PowerCode Code,PowerCode,Value
KOR,Korea,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2007,PC,Percentage,0,Units,6.7
KOR,Korea,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2008,PC,Percentage,0,Units,6.6
KOR,Korea,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2009,PC,Percentage,0,Units,6.6
KOR,Korea,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2010,PC,Percentage,0,Units,6.4
KOR,Korea,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,6.1
KOR,Korea,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2004,PC,Percentage,0,Units,9.2
KOR,Korea,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2005,PC,Percentage,0,Units,8.9
KOR,Korea,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2006,PC,Percentage,0,Units,8.6
KOR,Korea,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2007,PC,Percentage,0,Units,8.3
KOR,Korea,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2008,PC,Percentage,0,Units,7.9
KOR,Korea,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2009,PC,Percentage,0,Units,7.6
KOR,Korea,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2010,PC,Percentage,0,Units,6.9
KOR,Korea,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2011,PC,Percentage,0,Units,6.8
KOR,Korea,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2004,PC,Percentage,0,Units,34.1
KOR,Korea,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2005,PC,Percentage,0,Units,34
KOR,Korea,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2006,PC,Percentage,0,Units,33.7
KOR,Korea,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2007,PC,Percentage,0,Units,33.2
KOR,Korea,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2008,PC,Percentage,0,Units,32.7
KOR,Korea,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2009,PC,Percentage,0,Units,32
KOR,Korea,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2010,PC,Percentage,0,Units,32.5
KOR,Korea,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,32.2
KOR,Korea,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2004,PC,Percentage,0,Units,17.4
KOR,Korea,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2005,PC,Percentage,0,Units,16.3
KOR,Korea,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2006,PC,Percentage,0,Units,15.6
KOR,Korea,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2007,PC,Percentage,0,Units,15.4
KOR,Korea,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2008,PC,Percentage,0,Units,14.9
KOR,Korea,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2009,PC,Percentage,0,Units,13.8
KOR,Korea,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2010,PC,Percentage,0,Units,14.4
KOR,Korea,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2011,PC,Percentage,0,Units,14.4
KOR,Korea,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2004,PC,Percentage,0,Units,58.6
KOR,Korea,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2005,PC,Percentage,0,Units,58.7
KOR,Korea,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2006,PC,Percentage,0,Units,59.3
KOR,Korea,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2007,PC,Percentage,0,Units,60.1
KOR,Korea,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2008,PC,Percentage,0,Units,60.7
KOR,Korea,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2009,PC,Percentage,0,Units,61.3
KOR,Korea,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2010,PC,Percentage,0,Units,61.2
KOR,Korea,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,61.8
KOR,Korea,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2004,PC,Percentage,0,Units,73.3
KOR,Korea,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2005,PC,Percentage,0,Units,74.8
KOR,Korea,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2006,PC,Percentage,0,Units,75.7
KOR,Korea,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2007,PC,Percentage,0,Units,76.4
KOR,Korea,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2008,PC,Percentage,0,Units,77.2
KOR,Korea,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2009,PC,Percentage,0,Units,78.7
KOR,Korea,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2010,PC,Percentage,0,Units,78.7
KOR,Korea,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2011,PC,Percentage,0,Units,78.8
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2000,PC,Percentage,0,Units,2.8
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2001,PC,Percentage,0,Units,1.8
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2002,PC,Percentage,0,Units,1.8
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2003,PC,Percentage,0,Units,2.7
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2004,PC,Percentage,0,Units,1.8
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2005,PC,Percentage,0,Units,1.8
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2006,PC,Percentage,0,Units,1.8
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2007,PC,Percentage,0,Units,1.8
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2008,PC,Percentage,0,Units,1.7
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2009,PC,Percentage,0,Units,1.6
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2010,PC,Percentage,0,Units,0.8
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,0.8
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2000,PC,Percentage,0,Units,1.4
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2001,PC,Percentage,0,Units,0
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2002,PC,Percentage,0,Units,0
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2003,PC,Percentage,0,Units,1.3
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2004,PC,Percentage,0,Units,1.3
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2005,PC,Percentage,0,Units,0
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2006,PC,Percentage,0,Units,1.2
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2007,PC,Percentage,0,Units,1.1
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2008,PC,Percentage,0,Units,1.2
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2009,PC,Percentage,0,Units,0
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2010,PC,Percentage,0,Units,0
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2011,PC,Percentage,0,Units,0
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2000,PC,Percentage,0,Units,30.3
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2001,PC,Percentage,0,Units,30.6
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2002,PC,Percentage,0,Units,28.6
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2003,PC,Percentage,0,Units,27.9
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2004,PC,Percentage,0,Units,27
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2005,PC,Percentage,0,Units,25
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2006,PC,Percentage,0,Units,25.2
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2007,PC,Percentage,0,Units,25.7
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2008,PC,Percentage,0,Units,21.7
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2009,PC,Percentage,0,Units,18.5
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2010,PC,Percentage,0,Units,18.4
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,19.7
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2000,PC,Percentage,0,Units,5.6
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2001,PC,Percentage,0,Units,5.4
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2002,PC,Percentage,0,Units,5.3
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2003,PC,Percentage,0,Units,5.3
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2004,PC,Percentage,0,Units,6.5
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2005,PC,Percentage,0,Units,5
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2006,PC,Percentage,0,Units,4.8
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2007,PC,Percentage,0,Units,4.5
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2008,PC,Percentage,0,Units,5.8
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2009,PC,Percentage,0,Units,3.2
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2010,PC,Percentage,0,Units,4.2
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2011,PC,Percentage,0,Units,4.1
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2000,PC,Percentage,0,Units,67
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2001,PC,Percentage,0,Units,66.7
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2002,PC,Percentage,0,Units,67.9
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2003,PC,Percentage,0,Units,67.6
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2004,PC,Percentage,0,Units,69.4
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2005,PC,Percentage,0,Units,72.3
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2006,PC,Percentage,0,Units,72.1
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2007,PC,Percentage,0,Units,71.7
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2008,PC,Percentage,0,Units,75.7
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2009,PC,Percentage,0,Units,76.6
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2010,PC,Percentage,0,Units,74.4
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,74.8
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2000,PC,Percentage,0,Units,91.5
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2001,PC,Percentage,0,Units,91.9
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2002,PC,Percentage,0,Units,92
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2003,PC,Percentage,0,Units,92
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2004,PC,Percentage,0,Units,90.9
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2005,PC,Percentage,0,Units,93.8
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2006,PC,Percentage,0,Units,92.9
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2007,PC,Percentage,0,Units,93.3
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2008,PC,Percentage,0,Units,93
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2009,PC,Percentage,0,Units,92.5
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2010,PC,Percentage,0,Units,90.5
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2011,PC,Percentage,0,Units,92.8
MEX,Mexico,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2005,PC,Percentage,0,Units,20.5
MEX,Mexico,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2006,PC,Percentage,0,Units,20
MEX,Mexico,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2007,PC,Percentage,0,Units,19.2
MEX,Mexico,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2008,PC,Percentage,0,Units,19.1
MEX,Mexico,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2009,PC,Percentage,0,Units,19.5
MEX,Mexico,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2010,PC,Percentage,0,Units,19.8
MEX,Mexico,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2005,PC,Percentage,0,Units,4.8
MEX,Mexico,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2006,PC,Percentage,0,Units,4.7
MEX,Mexico,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2007,PC,Percentage,0,Units,4.4
MEX,Mexico,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2008,PC,Percentage,0,Units,4.2
MEX,Mexico,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2009,PC,Percentage,0,Units,3.6
MEX,Mexico,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2010,PC,Percentage,0,Units,4
MEX,Mexico,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2005,PC,Percentage,0,Units,30
MEX,Mexico,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2006,PC,Percentage,0,Units,30.4
MEX,Mexico,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2007,PC,Percentage,0,Units,30.9
MEX,Mexico,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2008,PC,Percentage,0,Units,30.7
MEX,Mexico,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2009,PC,Percentage,0,Units,29.4
MEX,Mexico,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2010,PC,Percentage,0,Units,29.1
MEX,Mexico,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2005,PC,Percentage,0,Units,19
MEX,Mexico,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2006,PC,Percentage,0,Units,18.6
MEX,Mexico,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2007,PC,Percentage,0,Units,18.1
MEX,Mexico,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2008,PC,Percentage,0,Units,18
MEX,Mexico,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2009,PC,Percentage,0,Units,16.1
MEX,Mexico,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2010,PC,Percentage,0,Units,15.9
MEX,Mexico,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2005,PC,Percentage,0,Units,49.5
MEX,Mexico,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2006,PC,Percentage,0,Units,49.6
MEX,Mexico,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2007,PC,Percentage,0,Units,49.9
MEX,Mexico,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2008,PC,Percentage,0,Units,50.2
MEX,Mexico,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2009,PC,Percentage,0,Units,51.1
MEX,Mexico,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2010,PC,Percentage,0,Units,51
MEX,Mexico,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2005,PC,Percentage,0,Units,76.2
MEX,Mexico,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2006,PC,Percentage,0,Units,76.7
MEX,Mexico,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2007,PC,Percentage,0,Units,77.5
MEX,Mexico,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2008,PC,Percentage,0,Units,77.8
MEX,Mexico,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2009,PC,Percentage,0,Units,80.3
MEX,Mexico,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2010,PC,Percentage,0,Units,80.2
NLD,Netherlands,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2008,PC,Percentage,0,Units,3.4
NLD,Netherlands,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2009,PC,Percentage,0,Units,3.3
NLD,Netherlands,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2010,PC,Percentage,0,Units,3.7
NLD,Netherlands,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,3.3
NLD,Netherlands,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2008,PC,Percentage,0,Units,1.7
NLD,Netherlands,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2009,PC,Percentage,0,Units,1.6
NLD,Netherlands,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2010,PC,Percentage,0,Units,1.7
NLD,Netherlands,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2011,PC,Percentage,0,Units,1.5
NLD,Netherlands,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2008,PC,Percentage,0,Units,26.5
NLD,Netherlands,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2009,PC,Percentage,0,Units,25.1
NLD,Netherlands,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2010,PC,Percentage,0,Units,24.2
NLD,Netherlands,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,23.3
NLD,Netherlands,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2008,PC,Percentage,0,Units,7.1
NLD,Netherlands,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2009,PC,Percentage,0,Units,6.6
NLD,Netherlands,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2010,PC,Percentage,0,Units,6.2
NLD,Netherlands,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2011,PC,Percentage,0,Units,6
NLD,Netherlands,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2008,PC,Percentage,0,Units,70.2
NLD,Netherlands,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2009,PC,Percentage,0,Units,71.6
NLD,Netherlands,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2010,PC,Percentage,0,Units,72.1
NLD,Netherlands,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,73.4
NLD,Netherlands,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2008,PC,Percentage,0,Units,91.2
NLD,Netherlands,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2009,PC,Percentage,0,Units,91.8
NLD,Netherlands,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2010,PC,Percentage,0,Units,92.1
NLD,Netherlands,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2011,PC,Percentage,0,Units,92.5
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2000,PC,Percentage,0,Units,11.1
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2001,PC,Percentage,0,Units,11.7
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2002,PC,Percentage,0,Units,11.5
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2003,PC,Percentage,0,Units,10.5
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2004,PC,Percentage,0,Units,9.6
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2005,PC,Percentage,0,Units,8.9
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2006,PC,Percentage,0,Units,8.8
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2007,PC,Percentage,0,Units,9.1
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2008,PC,Percentage,0,Units,8.8
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2009,PC,Percentage,0,Units,8.5
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2010,PC,Percentage,0,Units,9
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2000,PC,Percentage,0,Units,5.9
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2001,PC,Percentage,0,Units,6
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2002,PC,Percentage,0,Units,5.7
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2003,PC,Percentage,0,Units,5.5
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2004,PC,Percentage,0,Units,5.2
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2005,PC,Percentage,0,Units,5
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2006,PC,Percentage,0,Units,5.2
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2007,PC,Percentage,0,Units,5
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2008,PC,Percentage,0,Units,4.8
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2009,PC,Percentage,0,Units,4.3
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2010,PC,Percentage,0,Units,4.3
NZL,New Zealand,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2000,PC,Percentage,0,Units,32.3
NZL,New Zealand,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2001,PC,Percentage,0,Units,32
NZL,New Zealand,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2002,PC,Percentage,0,Units,32
NZL,New Zealand,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2003,PC,Percentage,0,Units,32.1
NZL,New Zealand,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2004,PC,Percentage,0,Units,32.5
NZL,New Zealand,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2005,PC,Percentage,0,Units,32.2
NZL,New Zealand,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2006,PC,Percentage,0,Units,32.7
NZL,New Zealand,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2007,PC,Percentage,0,Units,32.4
NZL,New Zealand,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2008,PC,Percentage,0,Units,31.6
NZL,New Zealand,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2009,PC,Percentage,0,Units,31
NZL,New Zealand,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2010,PC,Percentage,0,Units,30.6
NZL,New Zealand,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2000,PC,Percentage,0,Units,12.2
