Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
GT,Agriculture Total,299,Occupied Palestinian Territory,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,269.0715,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,221,Oman,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,1458.1046,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,165,Pakistan,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,156881.395,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,180,Palau,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,166,Panama,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,3248.861,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,168,Papua New Guinea,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,5708.0897,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,169,Paraguay,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,26937.2856,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,170,Peru,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,23649.6466,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,171,Philippines,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,51260.8163,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,172,Pitcairn Islands,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,173,Poland,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,30053.8251,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,174,Portugal,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,6487.3758,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,177,Puerto Rico,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,768.4886,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,179,Qatar,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,980.9435,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,117,Republic of Korea,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,12431.4038,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,146,Republic of Moldova,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,1448.7342,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,182,R̩union,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,162.9857,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,183,Romania,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,14553.5999,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,185,Russian Federation,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,93447.4734,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,184,Rwanda,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,3185.5074,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,187,"Saint Helena, Ascension and Tristan da Cunha",7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,1.4876,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,188,Saint Kitts and Nevis,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,8.4383,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,189,Saint Lucia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,36.6425,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,190,Saint Pierre and Miquelon,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,0.366,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,191,Saint Vincent and the Grenadines,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,13.8259,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,244,Samoa,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,175.816,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,192,San Marino,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,193,Sao Tome and Principe,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,16.5068,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,194,Saudi Arabia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,6265.1967,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,195,Senegal,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,11459.6203,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,272,Serbia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,5946.7934,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,196,Seychelles,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,3.825,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,197,Sierra Leone,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,3317.2975,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,200,Singapore,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,206.0724,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,199,Slovakia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,2438.151,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,198,Slovenia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,1485.9003,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,25,Solomon Islands,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,65.4523,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,201,Somalia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,20199.0529,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,202,South Africa,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,29085.3953,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,277,South Sudan,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,45085.6696,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,203,Spain,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,37454.3995,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,38,Sri Lanka,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,6149.4831,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,276,Sudan,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,66961.5359,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,207,Suriname,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,765.661,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,260,Svalbard and Jan Mayen Islands,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,209,Swaziland,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,910.3469,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,210,Sweden,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,6583.9766,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,211,Switzerland,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,5026.3238,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,212,Syrian Arab Republic,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,6422.7599,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,208,Tajikistan,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,5929.3313,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,216,Thailand,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,56974.4643,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,154,The former Yugoslav Republic of Macedonia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,1249.4628,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,176,Timor-Leste,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,895.9512,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,217,Togo,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,2812.2193,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,218,Tokelau,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,0.4188,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,219,Tonga,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,70.4652,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,220,Trinidad and Tobago,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,294.8021,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,222,Tunisia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,4340.4996,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,223,Turkey,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,43449.3496,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,213,Turkmenistan,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,8872.9142,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,224,Turks and Caicos Islands,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,227,Tuvalu,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,5.8655,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,226,Uganda,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,26569.5957,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,230,Ukraine,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,27654.8603,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,225,United Arab Emirates,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,1833.8253,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,229,United Kingdom,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,44503.0354,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,215,United Republic of Tanzania,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,54517.8323,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,231,United States of America,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,359949.7088,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,240,United States Virgin Islands,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,16.4498,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,234,Uruguay,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,24159.0302,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,235,Uzbekistan,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,30558.9173,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,155,Vanuatu,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,428.7031,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,236,Venezuela (Bolivarian Republic of),7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,33997.9869,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,237,Viet Nam,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,65621.6204,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,243,Wallis and Futuna Islands,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,12.0112,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,205,Western Sahara,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,185.9069,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,249,Yemen,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,7689.1329,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,251,Zambia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,22649.4716,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,181,Zimbabwe,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,11273.2503,A,"Aggregate, may include official, semi-official, estimated or calculated data"
